filter_scaling,depth,batchsize,fold,highest_val_acc,lowest_val_loss,threshold_max,mAP_max,threshold_max_augmentation,mAP_max_augmentation
16.0,4.0,64.0,4.0,0.9696498107910156,0.08575495064258576,0.673469387755102,0.7123750000000001,0.6326530612244897,0.736875
16.0,5.0,64.0,1.0,0.965926513671875,0.09703926414251328,0.5510204081632653,0.723625,0.4693877551020408,0.737125
16.0,5.0,64.0,2.0,0.9719802093505859,0.07881460785865783,0.5714285714285714,0.7316250000000001,0.4897959183673469,0.74925
16.0,5.0,64.0,3.0,0.9674225616455078,0.09025700777769088,0.6122448979591836,0.7302500000000001,0.6122448979591836,0.7482500000000001
16.0,5.0,64.0,4.0,0.9680171203613281,0.09182536393404007,0.6122448979591836,0.718875,0.5510204081632653,0.730875
16.0,6.0,64.0,1.0,0.9706985473632812,0.0942123982310295,0.42857142857142855,0.7426250000000002,0.5714285714285714,0.7496250000000001
16.0,6.0,64.0,2.0,0.9656369018554688,0.09773679941892624,0.5918367346938775,0.708625,0.5714285714285714,0.728
16.0,6.0,64.0,3.0,0.9667139434814453,0.09697122275829315,0.5510204081632653,0.71825,0.5306122448979591,0.734375
16.0,6.0,64.0,4.0,0.9727193450927735,0.09032018929719925,0.5510204081632653,0.74575,0.5510204081632653,0.763375
32.0,4.0,64.0,1.0,0.9709812927246094,0.07900106742978096,0.7346938775510203,0.7325,0.6530612244897959,0.7516250000000001
32.0,4.0,64.0,2.0,0.9705393981933593,0.0789467516541481,0.7959183673469387,0.736375,0.6530612244897959,0.754875
32.0,4.0,64.0,3.0,0.9693180847167969,0.07929688900709152,0.5918367346938775,0.7276249999999999,0.5510204081632653,0.7452500000000001
32.0,4.0,64.0,4.0,0.9702050018310547,0.07579688280820847,0.8163265306122448,0.725375,0.7551020408163265,0.74375
32.0,5.0,64.0,1.0,0.9751618957519531,0.06892594903707504,0.5102040816326531,0.7597499999999999,0.5102040816326531,0.772875
32.0,5.0,64.0,2.0,0.9760186767578125,0.06948380887508393,0.6122448979591836,0.75875,0.6326530612244897,0.7717500000000002
32.0,5.0,64.0,3.0,0.9701078033447266,0.07874244108796119,0.7346938775510203,0.7335,0.6122448979591836,0.7547499999999999
32.0,5.0,64.0,4.0,0.9711138153076172,0.08351407736539841,0.5918367346938775,0.732875,0.5102040816326531,0.748125
64.0,3.0,64.0,1.0,0.96696044921875,0.08506494402885437,0.6938775510204082,0.69025,0.7142857142857142,0.7075
64.0,3.0,64.0,2.0,0.9679340362548828,0.08345051884651183,0.7551020408163265,0.707125,0.7142857142857142,0.7242500000000001
64.0,3.0,64.0,3.0,0.9623270416259766,0.09912362426519394,0.8163265306122448,0.6927500000000001,0.7755102040816326,0.7113749999999999
64.0,3.0,64.0,4.0,0.9679299163818359,0.08007582485675811,0.7755102040816326,0.7135000000000001,0.7755102040816326,0.7296250000000001
64.0,4.0,64.0,1.0,0.9691486358642578,0.08389238089323044,0.5510204081632653,0.7346250000000001,0.5306122448979591,0.753625
64.0,4.0,64.0,2.0,0.9718315887451172,0.07915648549795151,0.5714285714285714,0.7297500000000001,0.5918367346938775,0.7490000000000001
64.0,4.0,64.0,3.0,0.9694874572753907,0.08201154977083207,0.7142857142857142,0.73675,0.6938775510204082,0.748375
64.0,4.0,64.0,4.0,0.9739987182617188,0.07488437861204147,0.7142857142857142,0.73425,0.5306122448979591,0.7517500000000001
64.0,5.0,64.0,1.0,0.9696741485595703,0.0810305816680193,0.5510204081632653,0.7380000000000001,0.5918367346938775,0.748375
64.0,5.0,64.0,2.0,0.9692654418945312,0.08072938412427902,0.673469387755102,0.73775,0.5102040816326531,0.7461250000000001
64.0,5.0,64.0,3.0,0.9748310852050781,0.06526101008057594,0.6938775510204082,0.765125,0.5510204081632653,0.7745000000000002
64.0,5.0,64.0,4.0,0.9764599609375,0.07058844923973083,0.5918367346938775,0.7755,0.6326530612244897,0.7885
64.0,6.0,64.0,1.0,0.9705914306640625,0.08158732563257218,0.5918367346938775,0.7515000000000001,0.5102040816326531,0.761875
32.0,3.0,64.0,1.0,0.9680323028564453,0.08493485301733017,0.7755102040816326,0.6892500000000001,0.6530612244897959,0.7283750000000001
32.0,3.0,64.0,2.0,0.970354232788086,0.08304471850395202,0.836734693877551,0.70875,0.7142857142857142,0.732125
32.0,3.0,64.0,3.0,0.9652445220947266,0.0934131097793579,0.8571428571428571,0.699375,0.7959183673469387,0.7170000000000001
32.0,3.0,64.0,4.0,0.9629493713378906,0.09519110679626465,0.7142857142857142,0.6913749999999999,0.6530612244897959,0.7122499999999999
32.0,6.0,64.0,1.0,0.9666485595703125,0.09264594286680222,0.6326530612244897,0.748125,0.5918367346938775,0.762875
32.0,6.0,64.0,2.0,0.9708924865722657,0.08014868795871735,0.5306122448979591,0.746875,0.6326530612244897,0.7498750000000001
32.0,6.0,64.0,3.0,0.9695121765136718,0.08539382696151733,0.5918367346938775,0.7446250000000001,0.5102040816326531,0.7587500000000001
32.0,6.0,64.0,4.0,0.9689442443847657,0.08802883476018905,0.5510204081632653,0.7295,0.5714285714285714,0.7461249999999999
48.0,5.0,64.0,1.0,0.970243148803711,0.08799650847911834,0.6938775510204082,0.7473750000000001,0.5918367346938775,0.764125
48.0,5.0,64.0,2.0,0.9730201721191406,0.07486514538526536,0.6122448979591836,0.7608750000000001,0.673469387755102,0.774625
48.0,5.0,64.0,3.0,0.9713374328613281,0.0741804787516594,0.7346938775510203,0.75275,0.5918367346938775,0.7638750000000001
48.0,5.0,64.0,4.0,0.9711616516113282,0.0799875494837761,0.7346938775510203,0.755625,0.6530612244897959,0.7726249999999999
48.0,5.0,32.0,1.0,0.9709705352783203,0.07653281256556511,0.4897959183673469,0.7491249999999999,0.4897959183673469,0.75625
48.0,5.0,32.0,2.0,0.972628402709961,0.06820728428661824,0.5918367346938775,0.7605,0.5102040816326531,0.7702500000000001
48.0,5.0,32.0,3.0,0.9709828186035157,0.07994106605648994,0.6938775510204082,0.747375,0.5510204081632653,0.760625
48.0,5.0,32.0,4.0,0.9696011352539062,0.08074204549193383,0.5714285714285714,0.7452500000000001,0.5306122448979591,0.7555
48.0,5.0,128.0,1.0,0.9705330657958985,0.08468972072005272,0.673469387755102,0.7446250000000001,0.5102040816326531,0.763125
48.0,5.0,128.0,2.0,0.9688552856445313,0.0904893246293068,0.7959183673469387,0.714375,0.6122448979591836,0.7326250000000002
48.0,5.0,128.0,3.0,0.9683209991455078,0.09188039898872376,0.673469387755102,0.7075,0.5510204081632653,0.7175
48.0,5.0,128.0,4.0,0.9727104187011719,0.07466457307338714,0.6326530612244897,0.730375,0.7346938775510203,0.7454999999999999
