filter_scaling,depth,batch_size,fold,batch_norm_momentum,final_epoch,random_seed,highest_val_acc,lowest_val_lossthreshold_max,mAP_max,threshold_max_class_1,mAP_max_class_1
64.0,6.0,64.0,3.0,0.6,43.0,4182244923.0,0.9849683198817941,0.044333253922157506,0.4693877551020408,0.44941860465116285,0.5102040816326531,0.36000000000000004
64.0,6.0,64.0,4.0,0.6,43.0,1039982493.0,0.984935671784157,0.04866502910505894,0.3061224489795918,0.4563953488372093,0.3061224489795918,0.3860869565217392

80.0,4.0,64.0,1.0,0.6,34.0,2413962671.0,0.9829037688499274,0.055646255525738694,0.32653061224489793,0.42093023255813955,0.36734693877551017,0.3660869565217391
80.0,4.0,64.0,2.0,0.6,32.0,3712920337.0,0.9820599209430606,0.06426567558285802,0.36734693877551017,0.4127906976744186,0.42857142857142855,0.3417391304347826
80.0,4.0,64.0,3.0,0.6,31.0,311384331.0,0.9844168743421865,0.048662701838238294,0.42857142857142855,0.4395348837209303,0.42857142857142855,0.3591304347826087
80.0,4.0,64.0,4.0,0.6,33.0,3787114901.0,0.9841666984003644,0.05028542438738568,0.42857142857142855,0.45058139534883723,0.42857142857142855,0.36434782608695643
80.0,5.0,64.0,1.0,0.6,37.0,675257892.0,0.9887074329132257,0.034237862846186,0.42857142857142855,0.48430232558139524,0.42857142857142855,0.3634782608695652
80.0,5.0,64.0,2.0,0.6,41.0,3526295286.0,0.9844846489817597,0.04929201937345571,0.5306122448979591,0.4191860465116279,0.5306122448979591,0.3452173913043478
80.0,5.0,64.0,3.0,0.6,35.0,2467090621.0,0.9826223670050155,0.05217267590206723,0.3877551020408163,0.40406976744186046,0.5102040816326531,0.32347826086956516
80.0,5.0,64.0,4.0,0.6,37.0,2024666062.0,0.984340577624565,0.05141359524324883,0.3877551020408163,0.43023255813953487,0.3877551020408163,0.3426086956521739
96.0,4.0,64.0,1.0,0.6,27.0,342439024.0,0.9824374900307766,0.060057525198126946,0.4897959183673469,0.3872093023255814,0.42857142857142855,0.3095652173913044
96.0,4.0,64.0,2.0,0.6,32.0,4186765529.0,0.9858483588972757,0.045547956644102584,0.44897959183673464,0.42848837209302326,0.44897959183673464,0.34
96.0,4.0,64.0,3.0,0.6,25.0,311384331.0,0.9840467572212219,0.04761844994716866,0.4081632653061224,0.41686046511627917,0.4081632653061224,0.32521739130434796
96.0,4.0,64.0,4.0,0.6,28.0,1506214813.0,0.9829413835392442,0.053773598442243976,0.4081632653061224,0.3959302325581395,0.4693877551020408,0.3139130434782609
112.0,4.0,64.0,1.0,0.6,27.0,1168098323.0,0.9845566874326661,0.04931512093821237,0.3469387755102041,0.38953488372093026,0.3469387755102041,0.29043478260869565
112.0,4.0,64.0,2.0,0.6,27.0,4186765529.0,0.984409419603126,0.049832279425720834,0.42857142857142855,0.4011627906976745,0.44897959183673464,0.33217391304347826
112.0,4.0,64.0,3.0,0.6,27.0,4186765529.0,0.9848345365635184,0.047400041894857275,0.32653061224489793,0.41337209302325584,0.32653061224489793,0.33304347826086955
112.0,4.0,64.0,4.0,0.6,25.0,4186765529.0,0.9843029643214026,0.04795342094676439,0.36734693877551017,0.3930232558139535,0.3469387755102041,0.31043478260869567
128.0,4.0,64.0,1.0,0.6,34.0,1506214813.0,0.9821046341297238,0.05517179319678351,0.5102040816326531,0.38720930232558143,0.4897959183673469,0.30608695652173923
128.0,4.0,64.0,2.0,0.6,37.0,3712920337.0,0.9822362869284874,0.06275177478443744,0.5510204081632653,0.40406976744186046,0.5510204081632653,0.331304347826087
128.0,4.0,64.0,3.0,0.6,33.0,3526295286.0,0.982564528321111,0.05732618099035219,0.5102040816326531,0.3715116279069767,0.5510204081632653,0.30086956521739133
128.0,4.0,64.0,4.0,0.6,42.0,675257892.0,0.9875112120495286,0.03681533688376116,0.44897959183673464,0.45755813953488367,0.44897959183673464,0.3443478260869565
